                    *********************************************************************************
                    *  Z= 12 A= 18: Positive-Parity Spin-dependent Level Density [MeV-1] for MG 18  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=000    J=001    J=002    J=003    J=004    J=005    J=006    J=007    J=008    J=009    J=010    J=011    J=012    J=013    J=014    J=015    J=016    J=017    J=018    J=019    J=020    J=021    J=022    J=023    J=024    J=025    J=026    J=027    J=028    J=029    J=030    J=031    J=032    J=033    J=034    J=035    J=036    J=037    J=038    J=039    J=040    J=041    J=042    J=043    J=044    J=045    J=046    J=047    J=048    J=049    J=050    J=051    J=052    J=053    J=054    J=055    J=056    J=057    J=058    J=059    J=060    J=061    J=062    J=063    J=064    J=065    J=066    J=067    J=068    J=069    J=070    J=071    J=072    J=073    J=074    J=075    J=076    J=077    J=078    J=079    J=080    J=081    J=082    J=083    J=084    J=085    J=086    J=087    J=088    J=089    J=090    J=091    J=092    J=093    J=094    J=095    J=096    J=097    J=098    J=099
  17.00  1.697  1.40E+05 6.10E+04 6.62E+05 1.78E+03 4.14E+03 7.12E+03 7.82E+03 8.79E+03 7.79E+03 7.02E+03 5.54E+03 4.11E+03 2.83E+03 1.84E+03 1.09E+03 6.09E+02 3.10E+02 1.33E+02 6.22E+01 2.92E+01 1.05E+01 3.94E+00 4.93E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  1.748  2.20E+05 9.89E+04 1.10E+06 2.59E+03 6.71E+03 1.08E+04 1.25E+04 1.36E+04 1.28E+04 1.14E+04 9.26E+03 6.99E+03 4.88E+03 3.27E+03 1.96E+03 1.07E+03 5.80E+02 2.70E+02 1.15E+02 4.05E+01 1.18E+01 3.42E+00 7.05E-01 3.73E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.797  3.68E+05 1.96E+05 2.20E+06 4.71E+03 1.31E+04 2.06E+04 2.46E+04 2.65E+04 2.55E+04 2.28E+04 1.87E+04 1.44E+04 1.02E+04 6.76E+03 4.14E+03 2.25E+03 1.13E+03 5.58E+02 2.33E+02 7.99E+01 2.74E+01 9.81E+00 1.37E+00 5.56E-03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.859  6.48E+05 3.63E+05 4.15E+06 8.55E+03 2.36E+04 3.66E+04 4.46E+04 4.81E+04 4.67E+04 4.20E+04 3.50E+04 2.73E+04 1.97E+04 1.33E+04 8.29E+03 4.74E+03 2.52E+03 1.24E+03 5.56E+02 2.32E+02 8.50E+01 2.54E+01 6.17E+00 1.10E+00 1.13E-04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  2.014  2.65E+06 1.24E+06 1.46E+07 2.71E+04 7.79E+04 1.19E+05 1.47E+05 1.60E+05 1.57E+05 1.43E+05 1.22E+05 9.63E+04 7.13E+04 4.94E+04 3.19E+04 1.92E+04 1.07E+04 5.47E+03 2.56E+03 1.09E+03 4.12E+02 1.38E+02 3.91E+01 8.53E+00 1.29E+00 5.20E-04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  2.123  8.43E+06 3.38E+06 4.02E+07 7.18E+04 2.07E+05 3.17E+05 3.92E+05 4.27E+05 4.24E+05 3.89E+05 3.32E+05 2.66E+05 2.00E+05 1.40E+05 9.24E+04 5.67E+04 3.23E+04 1.70E+04 8.16E+03 3.56E+03 1.39E+03 4.75E+02 1.39E+02 3.23E+01 4.66E+00 3.91E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  2.343  6.82E+07 2.05E+07 2.51E+08 4.15E+05 1.20E+06 1.84E+06 2.30E+06 2.52E+06 2.53E+06 2.35E+06 2.04E+06 1.66E+06 1.27E+06 9.20E+05 6.24E+05 3.98E+05 2.37E+05 1.31E+05 6.72E+04 3.16E+04 1.34E+04 5.09E+03 1.67E+03 4.52E+02 9.44E+01 1.24E+01 6.57E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  2.717  2.33E+09 4.32E+08 5.53E+09 7.98E+06 2.31E+07 3.58E+07 4.50E+07 5.01E+07 5.10E+07 4.84E+07 4.31E+07 3.62E+07 2.88E+07 2.17E+07 1.54E+07 1.04E+07 6.64E+06 3.99E+06 2.25E+06 1.19E+06 5.84E+05 2.65E+05 1.10E+05 4.15E+04 1.39E+04 4.08E+03 1.00E+03 1.96E+02 2.71E+01 2.45E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  3.023  4.26E+10 7.63E+09 1.02E+11 1.29E+08 3.74E+08 5.83E+08 7.39E+08 8.33E+08 8.62E+08 8.33E+08 7.59E+08 6.55E+08 5.37E+08 4.20E+08 3.12E+08 2.21E+08 1.49E+08 9.56E+07 5.82E+07 3.35E+07 1.83E+07 9.35E+06 4.48E+06 2.00E+06 8.26E+05 3.12E+05 1.07E+05 3.23E+04 8.45E+03 1.83E+03 3.05E+02 3.44E+01 1.40E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  3.271  6.96E+11 1.23E+11 1.72E+12 1.91E+09 5.57E+09 8.73E+09 1.12E+10 1.27E+10 1.33E+10 1.31E+10 1.21E+10 1.07E+10 9.01E+09 7.25E+09 5.57E+09 4.11E+09 2.89E+09 1.95E+09 1.26E+09 7.71E+08 4.51E+08 2.51E+08 1.32E+08 6.59E+07 3.09E+07 1.35E+07 5.52E+06 2.08E+06 7.16E+05 2.22E+05 6.11E+04 1.45E+04 2.89E+03 4.57E+02 5.10E+01 3.09E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  3.500  9.48E+12 1.63E+12 2.38E+13 2.36E+10 6.89E+10 1.09E+11 1.40E+11 1.60E+11 1.70E+11 1.69E+11 1.59E+11 1.43E+11 1.23E+11 1.01E+11 8.00E+10 6.07E+10 4.42E+10 3.10E+10 2.08E+10 1.34E+10 8.29E+09 4.90E+09 2.76E+09 1.49E+09 7.60E+08 3.68E+08 1.69E+08 7.26E+07 2.92E+07 1.09E+07 3.75E+06 1.17E+06 3.30E+05 8.11E+04 1.70E+04 2.86E+03 3.50E+02 2.34E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  3.694  1.18E+14 2.01E+13 3.01E+14 2.72E+11 7.95E+11 1.26E+12 1.62E+12 1.88E+12 2.00E+12 2.02E+12 1.92E+12 1.75E+12 1.53E+12 1.29E+12 1.04E+12 8.08E+11 6.05E+11 4.37E+11 3.03E+11 2.03E+11 1.31E+11 8.07E+10 4.79E+10 2.72E+10 1.48E+10 7.70E+09 3.81E+09 1.79E+09 7.95E+08 3.33E+08 1.31E+08 4.77E+07 1.61E+07 4.96E+06 1.38E+06 3.40E+05 7.21E+04 1.27E+04 1.73E+03 1.59E+02 5.69E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  3.857  1.28E+15 2.13E+14 3.30E+15 2.73E+12 8.00E+12 1.27E+13 1.64E+13 1.91E+13 2.06E+13 2.09E+13 2.01E+13 1.86E+13 1.65E+13 1.40E+13 1.15E+13 9.15E+12 7.01E+12 5.18E+12 3.70E+12 2.55E+12 1.69E+12 1.09E+12 6.70E+11 3.98E+11 2.27E+11 1.25E+11 6.54E+10 3.28E+10 1.57E+10 7.14E+09 3.08E+09 1.25E+09 4.77E+08 1.70E+08 5.60E+07 1.69E+07 4.63E+06 1.13E+06 2.39E+05 4.25E+04 6.02E+03 6.14E+02 3.39E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  4.002  1.38E+16 2.29E+15 3.65E+16 2.77E+13 8.13E+13 1.29E+14 1.68E+14 1.97E+14 2.13E+14 2.18E+14 2.13E+14 1.98E+14 1.78E+14 1.54E+14 1.29E+14 1.04E+14 8.15E+13 6.16E+13 4.51E+13 3.19E+13 2.19E+13 1.45E+13 9.28E+12 5.73E+12 3.42E+12 1.96E+12 1.09E+12 5.77E+11 2.94E+11 1.43E+11 6.66E+10 2.95E+10 1.24E+10 4.93E+09 1.84E+09 6.43E+08 2.09E+08 6.24E+07 1.70E+07 4.15E+06 8.93E+05 1.65E+05 2.54E+04 3.06E+03 2.64E+02 1.29E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  4.134  9.57E+16 1.41E+16 2.30E+17 1.63E+14 4.79E+14 7.63E+14 9.97E+14 1.17E+15 1.28E+15 1.31E+15 1.29E+15 1.21E+15 1.10E+15 9.63E+14 8.15E+14 6.67E+14 5.29E+14 4.07E+14 3.03E+14 2.19E+14 1.53E+14 1.04E+14 6.82E+13 4.33E+13 2.66E+13 1.58E+13 9.04E+12 4.99E+12 2.65E+12 1.35E+12 6.62E+11 3.10E+11 1.38E+11 5.88E+10 2.37E+10 9.02E+09 3.22E+09 1.07E+09 3.32E+08 9.42E+07 2.42E+07 5.57E+06 1.12E+06 1.91E+05 2.63E+04 2.71E+03 1.76E+02 4.17E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  4.254  5.63E+17 7.93E+16 1.32E+18 8.83E+14 2.59E+15 4.13E+15 5.42E+15 6.38E+15 6.98E+15 7.23E+15 7.14E+15 6.78E+15 6.20E+15 5.47E+15 4.68E+15 3.88E+15 3.12E+15 2.43E+15 1.84E+15 1.35E+15 9.63E+14 6.66E+14 4.47E+14 2.91E+14 1.83E+14 1.12E+14 6.59E+13 3.75E+13 2.07E+13 1.09E+13 5.58E+12 2.74E+12 1.28E+12 5.77E+11 2.47E+11 1.00E+11 3.86E+10 1.40E+10 4.77E+09 1.51E+09 4.40E+08 1.18E+08 2.83E+07 6.02E+06 1.11E+06 1.71E+05 2.07E+04 1.81E+03 9.35E+01 1.14E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  4.365  3.02E+18 4.12E+17 6.98E+18 4.41E+15 1.30E+16 2.07E+16 2.72E+16 3.21E+16 3.53E+16 3.67E+16 3.65E+16 3.49E+16 3.21E+16 2.86E+16 2.47E+16 2.07E+16 1.68E+16 1.33E+16 1.02E+16 7.59E+15 5.50E+15 3.87E+15 2.65E+15 1.76E+15 1.13E+15 7.06E+14 4.27E+14 2.50E+14 1.42E+14 7.77E+13 4.11E+13 2.09E+13 1.02E+13 4.81E+12 2.16E+12 9.29E+11 3.80E+11 1.48E+11 5.41E+10 1.87E+10 6.01E+09 1.80E+09 4.94E+08 1.23E+08 2.76E+07 5.40E+06 9.05E+05 1.24E+05 1.30E+04 9.06E+02 2.87E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  4.467  1.50E+19 1.98E+18 3.42E+19 2.05E+16 6.04E+16 9.66E+16 1.27E+17 1.51E+17 1.66E+17 1.74E+17 1.74E+17 1.67E+17 1.55E+17 1.39E+17 1.21E+17 1.02E+17 8.38E+16 6.69E+16 5.20E+16 3.92E+16 2.88E+16 2.06E+16 1.43E+16 9.68E+15 6.35E+15 4.05E+15 2.51E+15 1.51E+15 8.76E+14 4.93E+14 2.69E+14 1.41E+14 7.16E+13 3.50E+13 1.64E+13 7.39E+12 3.18E+12 1.30E+12 5.09E+11 1.88E+11 6.55E+10 2.14E+10 6.49E+09 1.82E+09 4.66E+08 1.08E+08 2.20E+07 3.89E+06 5.73E+05 6.68E+04 5.61E+03 2.82E+02 4.23E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
